delivery_id,order_id,driver_id,vehicle_id,hub_id,dispatch_time,delivery_completed_at,delivery_status,route_distance_km,manual_route_override_count,proof_of_completion_missing,customer_rating_post_delivery,fuel_or_charge_cost,missing_proof,delivery_duration_hours
dl00900,o00199,d039,v053,h07,02/10/2024 14:11,06:29.3,ontime,12.4,0,FALSE,5,8.44,0,11.92
dl00901,o00730,d099,v067,h05,19/09/2025 11:31,28:50.1,ontime,13.94,1,FALSE,3.7,13.05,0,-2.04
dl00902,o00018,d015,v047,h06,08/03/2024 23:03,59:39.8,ontime,17.27,0,FALSE,5,12.37,0,3.94
dl00903,o00130,d130,v051,h03,11/01/2024 00:41,13:51.8,ontime,19.22,4,FALSE,3.42,14.82,0,2.55
dl00904,o01102,d160,v112,h04,19/08/2025 06:18,41:36.9,ontime,32.81,0,FALSE,4.79,16.84,0,3.39
dl00905,o01020,d028,v013,h04,23/10/2024 02:30,04:29.7,delayed,30.71,1,FALSE,3.81,18.26,0,8.57
dl00906,o01229,d168,v110,h08,27/05/2025 01:11,44:29.2,failed,18.6,1,TRUE,2.35,16.73,1,8.56
dl00907,o00884,d096,v103,h08,17/04/2024 02:46,08:07.6,ontime,3.96,0,FALSE,3.59,16.11,0,5.37
dl00908,o00145,d088,v042,h03,02/11/2024 11:50,56:28.6,ontime,10.05,1,FALSE,5,14.53,0,10.11
dl00909,o01204,d033,v001,h02,13/08/2025 17:56,26:21.4,delayed,10.35,2,FALSE,2.77,8.9,0,2.51
dl00910,o01002,d071,v005,h04,14/06/2024 09:09,29:41.1,delayed,26.61,1,FALSE,4.05,16.25,0,13.34
dl00911,o00806,d004,v119,h01,17/04/2025 16:52,40:49.6,ontime,13.69,0,FALSE,4.33,14.98,0,8.81
dl00912,o00355,d011,v095,h02,11/10/2025 00:12,59:08.9,delayed,21.47,2,FALSE,3.69,9.33,0,15.79
dl00913,o00239,d096,v081,h04,18/05/2024 06:34,24:14.0,ontime,12.6,1,FALSE,3.49,15.18,0,5.84
dl00914,o00270,d157,v006,h05,26/10/2025 17:01,58:50.3,ontime,10.96,0,FALSE,4.41,15.03,0,0.96
dl00915,o00873,d004,v047,h03,28/11/2024 13:17,51:16.7,ontime,9.84,0,FALSE,3.99,16.74,0,4.57
dl00916,o01100,d036,v049,h03,01/08/2025 15:41,52:41.6,ontime,22.62,1,FALSE,4.95,17.14,0,0.19
dl00917,o00700,d077,v102,h05,13/01/2024 04:19,59:11.9,ontime,12.76,0,FALSE,4.06,9.47,0,3.67
dl00918,o00645,d097,v086,h08,26/12/2024 21:17,43:50.6,ontime,10.63,1,FALSE,4.21,10.43,0,7.45
dl00919,o00763,d139,v097,h04,26/12/2025 20:25,44:12.2,ontime,5.38,2,FALSE,5,10.53,0,3.32
dl00920,o00686,d133,v034,h03,05/01/2025 15:05,10:59.4,failed,5.08,1,TRUE,3.09,4.15,1,21.1
dl00921,o00332,d063,v108,h08,04/01/2025 02:49,59:36.4,failed,6.36,0,FALSE,2.34,9.47,0,23.18
dl00922,o00399,d112,v090,h07,08/03/2024 19:10,43:49.2,delayed,12.65,5,TRUE,3.39,14.07,1,3.56
dl00923,o00047,d071,v012,h03,28/11/2025 04:59,50:08.5,ontime,19.03,0,FALSE,4.7,16.28,0,0.85
dl00924,o00717,d155,v027,h01,12/12/2024 23:23,04:50.3,ontime,15.39,0,FALSE,4.6,15.3,0,2.7
dl00925,o00003,d041,v100,h02,02/09/2025 16:59,50:39.6,delayed,13.04,2,FALSE,3.7,13.16,0,8.86
dl00926,o00574,d031,v046,h03,03/05/2024 03:01,58:56.4,ontime,14.82,2,FALSE,4.64,15.12,0,4.97
dl00927,o00335,d152,v077,h01,26/01/2024 03:48,24:27.5,ontime,5.36,0,FALSE,5,13.63,0,23.61
dl00928,o00100,d023,v101,h05,30/10/2025 22:51,39:28.3,failed,12.72,0,TRUE,3.15,21.6,1,20.81
dl00929,o00935,d033,v090,h05,14/09/2024 12:29,01:45.0,ontime,15.41,0,FALSE,4.51,15.11,0,13.55
dl00931,o01171,d006,v062,h08,18/12/2024 03:47,24:20.5,failed,16.08,1,FALSE,2.2,13.75,0,17.62
dl00932,o01225,d080,v082,h04,27/12/2025 03:21,38:22.4,ontime,8.94,0,FALSE,3.18,11.22,0,23.29
dl00933,o01133,d032,v009,h02,23/12/2025 12:04,43:50.6,ontime,12.66,1,FALSE,3.83,14.09,0,24.66
dl00934,o00775,d071,v080,h02,05/03/2024 11:50,29:10.3,ontime,20.86,0,FALSE,4.35,10.59,0,11.65
dl00935,o00211,d107,v012,h08,14/02/2024 07:33,00:31.3,failed,32.42,4,FALSE,3.9,14.69,0,12.46
dl00936,o00372,d087,v098,h03,29/01/2025 15:05,49:44.6,ontime,5.84,2,FALSE,4.74,11.21,0,-0.25
dl00937,o00001,d047,v090,h01,20/08/2024 16:29,52:56.2,ontime,26.65,2,FALSE,4.29,15.82,0,2.4
dl00938,o01246,d132,v109,h03,04/04/2024 03:20,45:58.5,failed,36.94,0,FALSE,2.58,20.16,0,7.43
dl00939,o00417,d007,v076,h01,10/01/2025 17:25,08:01.9,ontime,1.2,0,FALSE,4.17,11.3,0,3.72
dl00940,o00565,d133,v066,h04,01/07/2025 17:56,29:07.3,delayed,16.19,1,FALSE,2.58,7.05,0,5.55
dl00941,o00592,d125,v044,h03,06/05/2025 03:42,05:21.3,ontime,13.31,1,FALSE,3.8,13.15,0,2.39
dl00942,o01112,d013,v027,h04,24/09/2024 04:28,36:48.3,failed,12.99,1,FALSE,4.06,16.82,0,8.15
dl00943,o00967,d087,v082,h01,17/03/2024 17:18,14:16.0,ontime,5.06,2,FALSE,4.57,8.9,0,4.94
dl00944,o00336,d009,v067,h06,10/01/2024 06:09,20:19.9,ontime,16.01,2,FALSE,4.04,12.32,0,4.19
dl00945,o00197,d075,v074,h03,24/01/2025 05:04,26:38.8,ontime,8.74,1,FALSE,4.39,12.97,0,2.38
dl00946,o00982,d069,v058,h04,28/10/2025 08:18,56:03.7,ontime,10.68,1,FALSE,4.62,19.6,0,-0.37
dl00947,o01082,d129,v019,h04,25/10/2024 15:52,23:40.7,ontime,10.8,0,FALSE,4.13,11.79,0,21.53
dl00948,o00863,d155,v111,h07,17/09/2025 19:05,28:30.4,ontime,11.02,0,FALSE,4.82,9.38,0,9.39
dl00949,o01106,d060,v005,h02,28/02/2024 01:58,58:31.7,ontime,11.36,0,FALSE,4.05,20.13,0,9.01
dl00950,o00744,d024,v014,h02,23/04/2025 05:31,48:21.2,ontime,15.82,0,FALSE,3.8,16.73,0,4.29
